"Table 2. Gene expression data: 48 SLE, 42 Control"																																																																																																																																																																																												
			"Ctrl 1"		"Ctrl 2"		"Ctrl 3"		"Ctrl 4"		"Ctrl 5"		"Ctrl 6"		"Ctrl 7"		"Ctrl 8"		"Ctrl 9"		"Ctrl 10"		"Ctrl 11"		"Ctrl 12"		"Ctrl 13"		"Ctrl 14"		"Ctrl 15"		"Ctrl 16"		"Ctrl 17"		"Ctrl 18"		"Ctrl 19"		"Ctrl 20"		"Ctrl 21"		"Ctrl 22"		"Ctrl 23"		"Ctrl 24"		"Ctrl 25"		"Ctrl 26"		"Ctrl 27"		"Ctrl 28"		"Ctrl 29"		"Ctrl 30"		"Ctrl 31"		"Ctrl 32"		"Ctrl 33"		"Ctrl 34"		"Ctrl 35"		"Ctrl 36"		"Ctrl 37"		"Ctrl 38"		"Ctrl 39"		"Ctrl 40"		"Ctrl 41"		"Ctrl 42"		"SLE 1"		"SLE 2"		"SLE 3"		"SLE 4"		"SLE 5"		"SLE 6"		"SLE 7"		"SLE 8"		"SLE 9"		"SLE 10"		"SLE 11"		"SLE 12"		"SLE 13"		"SLE 14"		"SLE 15"		"SLE 16"		"SLE 17"		"SLE 18"		"SLE 19"		"SLE 20"		"SLE 21"		"SLE 22"		"SLE 23"		"SLE 24"		"SLE 25"		"SLE 26"		"SLE 27"		"SLE 28"		"SLE 29"		"SLE 30"		"SLE 31"		"SLE 32"		"SLE 33"		"SLE 34"		"SLE 35"		"SLE 36"		"SLE 37"		"SLE 38"		"SLE 39"		"SLE 40"		"SLE 41"		"SLE 42"		"SLE 43"		"SLE 44"		"SLE 45"		"SLE 46"		"SLE 47"		"SLE 48"							
"35245_at"	"M16967"	"Coagulation factor V (proaccelerin, labile factor)"	541.4	"P"	548.9	"P"	584	"P"	286.9	"P"	409.2	"P"	226.3	"A"	558.1	"P"	948.5	"P"	262.7	"P"	424.2	"P"	336.4	"P"	208.8	"A"	348.4	"P"	152.8	"P"	275.1	"M"	273.6	"A"	237.4	"A"	473.6	"P"	215.8	"A"	257.7	"P"	549.6	"P"	308.1	"P"	576.9	"P"	258.5	"A"	314	"P"	571.7	"P"	274.4	"A"	416.3	"P"	394.4	"M"	375.6	"P"	197.2	"A"	401.4	"A"	511.3	"P"	467.1	"P"	850.7	"P"	690.9	"P"	511	"P"	199	"P"	257.4	"P"	158	"A"	182.2	"M"	275.3	"P"	848.5	"P"	778	"P"	1117.8	"P"	209.4	"P"	400.7	"P"	860.8	"P"	1269.1	"P"	198.9	"P"	531.7	"P"	1154.7	"P"	1916.6	"P"	968.5	"P"	778.9	"P"	968.3	"P"	454.9	"P"	771	"P"	867.1	"P"	931.8	"P"	1296.4	"A"	1348.7	"P"	318.5	"A"	272.1	"P"	1147.2	"P"	498.7	"P"	107.3	"A"	1127.8	"P"	477.3	"P"	1096.5	"P"	658.7	"P"	1135.5	"P"	183.2	"A"	384.4	"A"	791	"P"	352.6	"A"	397.4	"P"	171	"P"	241.9	"P"	966.5	"P"	456.4	"M"	107	"A"	494.5	"P"	419.8	"P"	140.8	"P"	1104.3	"P"	883.8	"P"	384.7	"A"	701.4	"P"	389.5	"P"	296	558	1.88	0.0001458486		
"35338_at"	"X17094"	"Paired basic amino acid cleaving enzyme (furin, membrane associated receptor protein)"	374.9	"A"	592.2	"A"	909.4	"A"	1069	"P"	1221.2	"P"	9.6	"A"	88.1	"A"	393.4	"A"	1316.8	"P"	1348.3	"P"	1232.8	"P"	966.9	"P"	2368.3	"P"	601.3	"A"	2223.3	"P"	1895.6	"P"	3902.6	"P"	405.2	"A"	1325.7	"A"	553.6	"P"	1174.9	"P"	246.6	"P"	404.6	"A"	215.9	"P"	-148.2	"A"	323.5	"P"	-631.7	"A"	10.8	"A"	428.5	"A"	319.5	"P"	564.2	"P"	765.7	"P"	878.3	"P"	965.6	"P"	6	"A"	1445	"P"	797.1	"P"	696.5	"P"	901.6	"P"	515.9	"P"	566.5	"P"	631.2	"P"	479.8	"P"	2881	"P"	1656.1	"P"	578	"P"	1040	"P"	775	"P"	1096.4	"P"	-58.3	"A"	1166.9	"P"	1747.5	"P"	1714.1	"P"	1374.5	"P"	969.2	"P"	931.1	"P"	845	"P"	2333	"P"	1548.5	"P"	826.7	"P"	-1080.3	"A"	2243.7	"P"	-357	"A"	2553.6	"P"	1591	"P"	2444.8	"P"	380	"A"	848.8	"P"	1383.5	"A"	2147.7	"P"	1008.1	"A"	827.8	"P"	5479.3	"P"	996.2	"A"	859.7	"A"	1285.2	"P"	3984	"P"	2150.7	"P"	1378.4	"P"	1879.7	"P"	1403.1	"P"	2441.5	"P"	4441.8	"P"	2756.9	"P"	3325.6	"P"	1088.2	"P"	234.9	"A"	259	"P"	586.4	"P"	1536.7	"P"	758	1567	2.07	0.000662365		
"35414_s_at"	"U77914"	"Jagged 1 (Alagille syndrome)"	303.9	"P"	240.4	"A"	217.1	"P"	199.1	"P"	171.7	"P"	-112.5	"A"	215.5	"P"	234.6	"A"	75.6	"A"	157.2	"P"	166.5	"A"	192.4	"P"	512.5	"P"	503	"A"	310.9	"P"	322.7	"P"	822.4	"A"	449.6	"A"	163.9	"A"	80.2	"A"	151.4	"M"	224.7	"A"	421.5	"P"	661.4	"A"	400.6	"A"	336	"P"	51.5	"A"	344.2	"A"	162.3	"A"	338	"P"	310.1	"P"	269.1	"A"	320.3	"A"	176.3	"P"	423.9	"A"	211	"P"	164.6	"P"	230.2	"A"	113.5	"A"	206.2	"P"	143.6	"A"	193.6	"P"	172	"A"	242	"P"	761.5	"P"	110.1	"A"	177	"P"	350.7	"P"	400.6	"P"	497.2	"A"	241	"P"	249.5	"P"	354.8	"P"	483	"P"	182.2	"A"	408.9	"P"	195.8	"M"	640	"P"	278.2	"M"	27.7	"A"	256.6	"A"	596.1	"P"	182	"A"	901.6	"P"	237.9	"P"	391.4	"P"	287.1	"A"	319.2	"P"	493.3	"P"	326	"A"	213.4	"A"	436.5	"P"	623.4	"P"	216.5	"A"	204.1	"P"	442.1	"P"	565.6	"P"	488.7	"P"	278.2	"P"	309.4	"P"	1087.8	"P"	397.6	"P"	409.1	"P"	789.6	"P"	258.9	"P"	202.1	"P"	228.8	"A"	93.4	"A"	253	"M"	314.2	"P"	131	312	2.37	6.18854503785173E-005		
"35434_at"	"L16794"	"MADS box transcription enhancer factor 2, polypeptide D (myocyte enhancer factor 2D)"	804.9	"A"	2913.4	"P"	1199.2	"P"	1500.6	"P"	1178.7	"P"	864.4	"P"	848.9	"P"	988.2	"P"	1098.1	"P"	1847.9	"P"	1843	"P"	1374.7	"P"	1790.5	"P"	1186.8	"P"	1915.1	"P"	2148.6	"P"	3154.2	"P"	1305.6	"P"	1941.1	"P"	771.4	"P"	1228.6	"P"	1563.6	"P"	1083.8	"P"	652.7	"A"	1003.6	"P"	997.7	"P"	1108.8	"P"	1279	"P"	979.3	"P"	1384.9	"P"	981.2	"P"	1372.6	"P"	1368.8	"P"	1005.7	"P"	1129.9	"A"	950.6	"P"	1260.6	"P"	994.4	"P"	1412.3	"P"	1027.1	"P"	1016.9	"P"	1783.4	"P"	819.1	"P"	3033	"P"	1855.1	"P"	781.7	"P"	1613.1	"P"	1045.9	"P"	1249.5	"P"	870.9	"P"	1261.2	"P"	1150.8	"P"	631.4	"P"	3248.4	"P"	1278.9	"P"	4403.6	"P"	1916	"P"	2479.3	"P"	2145.1	"P"	1424.3	"P"	1006.9	"A"	1989.2	"P"	2112.1	"P"	3798.1	"P"	1303.6	"P"	2440.4	"P"	1402.3	"P"	1098	"P"	2390	"P"	2708.6	"P"	1800.2	"P"	3029.2	"P"	6465.6	"P"	1383.8	"P"	993.8	"P"	2951.3	"P"	2706.9	"P"	2636.5	"P"	1476.3	"P"	1358.6	"P"	4312.3	"P"	3330.7	"P"	1870.4	"P"	9365.8	"P"	2311.8	"P"	1253.4	"P"	1462.6	"P"	1378.4	"P"	1164.8	"P"	1179.1	"P"	1288	2150	1.67	0.000828843		
"35449_at"	"U11276"	"Killer cell lectin-like receptor subfamily B, member 1"	4626.3	"P"	6488.7	"P"	8925.8	"P"	5760.7	"P"	5795	"P"	5887.7	"P"	6226.8	"P"	3299.4	"P"	6850.7	"P"	6421.6	"P"	4088	"P"	8793.7	"P"	4648	"P"	4046	"P"	7306	"P"	6731	"P"	3646.1	"P"	10415.5	"P"	6126.8	"P"	5533.8	"P"	7734	"P"	4967	"P"	4712.5	"P"	6453.3	"P"	6357.4	"P"	7351.1	"P"	6346	"P"	5211.4	"P"	10841.6	"P"	7151.8	"P"	4082.3	"P"	7504.1	"P"	4170.8	"P"	5753.7	"P"	4687.8	"P"	6954.7	"P"	4462.8	"P"	7428	"P"	8721.5	"P"	10907.2	"P"	8510.1	"P"	6744	"P"	5002.4	"P"	1818	"P"	1218.6	"P"	10832.4	"P"	4228.5	"P"	5706.8	"P"	5286.7	"P"	7015.3	"P"	4438.2	"P"	2665.9	"P"	779.2	"P"	3288	"P"	3377.1	"P"	4472.2	"P"	998.2	"P"	3565.5	"P"	3655.1	"P"	3379.5	"P"	267.1	"A"	3049.2	"P"	5609.2	"P"	3896	"P"	2655.3	"P"	2392.2	"P"	4436.2	"P"	3452.3	"P"	2904.3	"P"	469.5	"P"	2121.1	"P"	5887	"P"	9298.2	"P"	5529.1	"P"	2667.3	"P"	1847.6	"P"	1157.5	"P"	6290.9	"P"	4341.7	"P"	2089.4	"P"	1905.5	"P"	5150.7	"P"	4977.7	"P"	3498.6	"P"	12004.3	"P"	1846.9	"P"	4131.7	"P"	3989.6	"P"	5583	"P"	4082.8	"P"	6506	4013	0.62	6.26402492737846E-007		
"35497_at"	"AI924594"	"Tetraspan 2"	237.3	"A"	87.6	"A"	288	"A"	207	"A"	176	"P"	93.9	"P"	293.5	"P"	153.5	"M"	334.5	"P"	206	"P"	375.2	"A"	251.3	"P"	183.8	"A"	303.5	"A"	247.4	"A"	241.8	"A"	126.4	"A"	209.7	"A"	171.9	"A"	156.9	"A"	316.5	"P"	252.3	"P"	102.1	"A"	83.5	"A"	80.9	"A"	86.4	"A"	88.6	"A"	253.2	"A"	327.8	"A"	218.3	"P"	160.7	"A"	198.1	"A"	194.6	"P"	120.9	"A"	325.8	"A"	273.2	"P"	233.9	"A"	161.7	"P"	168.8	"A"	190.4	"P"	128.8	"P"	134.4	"A"	274.3	"P"	380	"P"	256.9	"P"	302.8	"A"	317.6	"A"	320.7	"P"	198.9	"P"	315.6	"P"	225.3	"P"	264.6	"P"	305.9	"P"	411.5	"P"	320.5	"P"	698.9	"P"	219.6	"P"	1817.5	"P"	443.3	"P"	166.1	"A"	284.9	"A"	635.6	"P"	151.6	"P"	391.7	"P"	414.9	"P"	415.4	"M"	227.7	"A"	312.4	"P"	259.8	"P"	678.1	"P"	321.1	"A"	180.1	"P"	286.4	"A"	203.1	"A"	430	"P"	441.7	"P"	270.1	"A"	284.3	"M"	243.6	"P"	189.4	"P"	264.5	"P"	205.8	"A"	15.4	"A"	-6.6	"A"	38.6	"A"	472.4	"P"	205.1	"P"	502.2	"A"	274.4	"P"	255	"P"	77	253	3.27	0.0002423431		
"35583_at"	"X99699"	"XIAP associated factor-1"	393.1	"P"	557.2	"P"	565	"A"	64.9	"A"	903	"P"	448.3	"P"	492.7	"P"	118.8	"P"	572.2	"P"	210.1	"P"	1445.4	"P"	502.2	"P"	32	"A"	-347.8	"A"	466	"P"	69.7	"A"	-1600.7	"A"	-191	"A"	-757.3	"A"	442.9	"P"	803.3	"P"	423.4	"P"	-115.1	"A"	-555.4	"A"	-199	"A"	276.3	"P"	-1694.6	"A"	552.4	"P"	358	"P"	382.2	"P"	37.6	"A"	453.5	"P"	272.5	"A"	-53.4	"A"	-56.7	"A"	279.6	"P"	1332.3	"P"	184.6	"P"	-76.6	"A"	-66.2	"A"	-300.7	"A"	423.4	"P"	115.1	"P"	2855	"P"	2462.3	"P"	213.9	"P"	398.3	"P"	1484.6	"P"	1642.1	"P"	1236.8	"P"	1301.3	"P"	2225.1	"P"	477.3	"P"	1696.6	"P"	858.7	"P"	1695.8	"P"	4701	"P"	646.5	"P"	-3	"A"	775.1	"P"	4616.2	"P"	2226	"P"	2531.3	"P"	-483.4	"A"	1536.1	"P"	1245.6	"P"	521.9	"P"	1434.2	"P"	3677.2	"P"	40.9	"P"	-47.3	"P"	330.6	"P"	-892.8	"A"	-289	"A"	4477.6	"P"	2586	"P"	-242.8	"A"	-23.5	"A"	1182.7	"P"	2530.8	"P"	915.2	"P"	-37.8	"A"	40.2	"A"	134	"A"	298.4	"P"	2390.6	"P"	110.4	"P"	480.9	"P"	555.3	"P"	481.7	"P"	271	1147	4.24	2.29165124424474E-005		
"35674_at"	"AB023211"	"Peptidyl arginine deiminase, type II"	287.5	"P"	243.7	"P"	1205.5	"P"	1474.7	"P"	398.1	"P"	160.4	"P"	1009.1	"P"	1558.1	"P"	540	"P"	918	"P"	1150.4	"P"	837.6	"P"	2035.9	"P"	1228.1	"P"	1357.1	"P"	2081.6	"P"	758	"P"	1381.2	"P"	422.4	"P"	1104.6	"P"	868.3	"P"	1477.1	"P"	586.6	"P"	627.8	"A"	86.5	"A"	634	"P"	861.7	"P"	1385.6	"P"	538.9	"P"	916.7	"P"	1517.5	"P"	716.7	"P"	1534.9	"P"	339.7	"P"	168.8	"A"	1207.4	"P"	394.3	"P"	943.1	"P"	1844.7	"P"	1085.8	"P"	178.2	"P"	558.7	"P"	283.8	"P"	1186	"P"	1446.1	"P"	151.9	"M"	600.5	"P"	1146.2	"P"	2263.9	"P"	11.6	"A"	1132.3	"P"	1380.5	"P"	2685.4	"P"	1263.6	"P"	825.8	"P"	3933.3	"P"	823	"P"	3096.5	"P"	3243.4	"P"	1853.6	"P"	811.4	"P"	5361.6	"P"	1551.7	"P"	1360.7	"P"	2986.7	"P"	1483.9	"P"	1136.1	"P"	1487.1	"P"	1778.2	"P"	2670.9	"P"	1336.1	"P"	1764.8	"P"	1627.5	"P"	1707.2	"P"	1074.5	"P"	5209.1	"P"	899.1	"P"	122.7	"A"	908.5	"P"	1420.7	"P"	1109.7	"P"	490.8	"P"	1575.4	"P"	1932.6	"P"	396.7	"P"	827.1	"P"	2837.5	"P"	1421.4	"P"	1396.5	"P"	1163.7	"P"	937	1654	1.77	0.0002944858		
"35692_at"	"AL080235"	"Ras-induced senescence 1"	807.3	"P"	95.7	"A"	589.3	"P"	163.2	"P"	409.4	"P"	423.7	"A"	461.1	"P"	409.7	"P"	178.6	"P"	215.3	"P"	735.7	"P"	803.3	"P"	767.5	"P"	1019.5	"P"	832.1	"P"	498.9	"P"	409.6	"A"	269.5	"A"	148.2	"A"	573.5	"P"	846.2	"P"	548.9	"P"	348.8	"A"	558.6	"A"	51.7	"A"	349.5	"P"	333.4	"A"	204	"A"	586	"P"	352.6	"P"	361.9	"P"	541.6	"P"	266.6	"P"	787.9	"P"	406.7	"P"	487.7	"P"	444.3	"P"	415.2	"P"	402.4	"P"	927.8	"P"	743.4	"P"	200.9	"P"	611.4	"P"	364	"P"	308.3	"A"	253.4	"P"	503.6	"P"	277.4	"P"	340.9	"P"	438	"P"	287.5	"P"	343.3	"A"	676.6	"P"	847.8	"P"	448.8	"P"	637	"P"	292.2	"P"	836.2	"P"	864.8	"P"	531.4	"P"	86.7	"A"	1165.9	"P"	672.3	"P"	1579.2	"P"	970.9	"P"	536.9	"P"	730.7	"P"	1244.6	"P"	998.3	"P"	617.8	"P"	866.8	"P"	1306.2	"P"	1556.7	"P"	430.4	"A"	736.3	"P"	1002	"P"	1492.5	"P"	1480.6	"P"	781.2	"P"	583.6	"P"	698.7	"P"	760.5	"P"	446.1	"P"	1699.5	"P"	806.5	"P"	2014.9	"P"	225.1	"A"	367.2	"A"	482.2	"P"	464.6	"P"	439	734	1.67	0.0006552595		
"35883_at"	"X66079"	"Spi-B transcription factor (Spi-1/PU.1 related)"	2379.7	"P"	2154.3	"P"	1270.3	"P"	1306.6	"P"	1687.8	"P"	1191.7	"A"	2028.9	"P"	420.2	"A"	1300.3	"P"	1913.5	"P"	769.9	"P"	1660	"P"	2346.1	"P"	2524.8	"P"	1191.1	"A"	946.4	"P"	1225.5	"P"	2861.8	"P"	3493.7	"P"	2220.1	"P"	1579.3	"P"	2491.9	"P"	1462.2	"P"	1883.5	"P"	946.8	"A"	1912.7	"P"	2655.4	"P"	816.5	"P"	1261.4	"P"	1216.5	"P"	4691.1	"P"	1681.8	"P"	971.8	"A"	2486.5	"P"	1820.5	"P"	675	"P"	897.2	"P"	2806.6	"P"	2196.6	"P"	1687.8	"P"	2212.9	"P"	1876.4	"P"	2351.1	"P"	489	"P"	1017.4	"P"	1466.5	"P"	1397.3	"P"	1477.6	"P"	448.5	"A"	1724.1	"P"	1303.2	"P"	865.5	"A"	614.4	"A"	834.8	"P"	1398.1	"P"	1240.2	"A"	936.5	"P"	558	"A"	1709.4	"P"	2176.4	"P"	1313	"A"	1277.8	"P"	2616.3	"P"	340.8	"A"	1030.8	"P"	1445.2	"P"	2095.9	"A"	1347.4	"P"	1291.9	"P"	1911.3	"P"	944.2	"P"	1404.3	"P"	603.3	"A"	1953.7	"P"	2175	"P"	1628	"P"	1149.4	"A"	926.5	"P"	1539.3	"P"	703.7	"P"	710.6	"A"	263.7	"P"	1252.7	"P"	594.5	"A"	840.6	"P"	654.6	"P"	1460.1	"P"	1324.1	"P"	834.8	"P"	1529.8	"P"	1761	1075	0.61	0.0006335328		
"35892_at"	"Y00816"	"Complement component (3b/4b) receptor 1, including Knops blood group system"	830.5	"P"	958.9	"P"	675.9	"P"	465.4	"P"	472.8	"P"	588.4	"P"	561.2	"P"	864.9	"P"	407.8	"P"	550.5	"P"	356	"P"	473.4	"P"	382.8	"P"	298.2	"P"	649	"P"	729.6	"P"	597.3	"A"	367	"A"	207.7	"A"	368.7	"P"	329	"P"	505.3	"P"	409.6	"P"	167.1	"A"	325.1	"A"	334.7	"P"	392.2	"A"	606.7	"P"	339.1	"P"	405.3	"P"	510.9	"P"	352.2	"P"	584.3	"P"	219.7	"A"	638.8	"P"	329.1	"P"	521.5	"P"	189.8	"P"	145.2	"A"	118	"M"	213.5	"P"	226.2	"P"	930.6	"P"	1130	"P"	1233.5	"P"	292.3	"A"	676.2	"P"	1750.3	"P"	1302.7	"P"	360.1	"P"	723.7	"P"	758.3	"P"	1519.5	"P"	1396	"P"	483.9	"P"	846.1	"P"	572.1	"P"	600.8	"P"	710.3	"P"	219.4	"A"	689.4	"P"	1182.3	"P"	1218.9	"P"	437	"P"	632.8	"P"	757.1	"P"	589.6	"P"	555.5	"P"	708.8	"P"	1091.5	"P"	524.7	"P"	602.8	"P"	798.2	"P"	291.1	"A"	350.5	"P"	683.9	"P"	693.5	"P"	186.7	"A"	386	"P"	508.3	"P"	469	"P"	276.7	"A"	601.8	"P"	267.8	"P"	311.5	"P"	871.6	"P"	454.3	"A"	598.2	"A"	644.6	"P"	394.6	"P"	313	537	1.71	0.0001244068		
"35893_s_at"	"L17418"	"Complement component (3b/4b) receptor 1, including Knops blood group system"	570.6	"A"	795.7	"P"	1122.9	"P"	1204.6	"P"	716.8	"P"	594.9	"P"	704.1	"P"	720.8	"A"	629.6	"P"	553.8	"P"	635.5	"P"	640.2	"P"	303.2	"M"	662.6	"P"	778.2	"P"	720.7	"P"	349.1	"A"	335.6	"P"	156.5	"A"	417.7	"P"	591.8	"P"	1002.6	"P"	636.9	"P"	165.1	"A"	484.4	"P"	722.1	"P"	622.3	"A"	775.1	"P"	708.9	"P"	693.1	"P"	741	"P"	512.1	"P"	660.1	"P"	74.6	"A"	1294.8	"P"	510.4	"P"	863.6	"P"	322.8	"P"	372.9	"P"	87.2	"A"	260	"P"	566.5	"P"	1103.6	"A"	1581	"P"	641.9	"P"	31.6	"A"	887.9	"P"	1346.8	"P"	1267.1	"P"	494.6	"P"	810.5	"P"	1323.7	"P"	919.2	"P"	2440.7	"P"	1208.9	"P"	1734.3	"P"	674.4	"P"	1045.2	"P"	1073	"A"	756.1	"P"	515	"P"	2108.1	"P"	1248.7	"P"	652.8	"P"	775.9	"P"	1420.6	"P"	992.5	"P"	1062	"P"	1002.1	"P"	1619.4	"P"	456.7	"P"	1285.1	"P"	665.2	"P"	669.2	"P"	284	"P"	869.8	"P"	503.2	"P"	307	"A"	926.4	"P"	1090.6	"P"	935.5	"P"	344.5	"P"	952	"P"	567	"P"	508.1	"P"	1060.9	"P"	328.1	"A"	1569.5	"P"	1120.5	"P"	646.5	"P"	510	858	1.68	0.0001884963		
"35957_at"	"AF030196"	"Stannin"	1031	"A"	181.6	"P"	518.5	"A"	786	"P"	601	"P"	620.2	"A"	289	"P"	17	"A"	520.1	"P"	747	"P"	1748.5	"P"	1582.2	"P"	2245.7	"P"	371.4	"P"	1388.8	"P"	1792.3	"P"	1643.7	"P"	504.2	"M"	667.5	"P"	1809	"P"	1800.8	"P"	707.4	"P"	350.1	"P"	-48.2	"P"	-73.5	"M"	460.7	"P"	-264.7	"A"	499.5	"P"	1074.8	"P"	422.6	"P"	104.5	"P"	788	"P"	130.6	"P"	1088.9	"P"	-329.7	"A"	441	"P"	978.1	"P"	990	"P"	398.8	"P"	320.3	"P"	1147.4	"P"	1218.1	"P"	1325.3	"P"	1903	"P"	818.5	"P"	455.9	"M"	674.6	"P"	700.4	"A"	995.3	"P"	217.7	"P"	1084.7	"P"	888.8	"P"	372.2	"P"	2054.8	"P"	1075.6	"P"	1671.5	"P"	1569	"P"	-357.5	"A"	2413.1	"P"	1402	"P"	-315.4	"A"	1332.8	"P"	765.4	"M"	4836.1	"P"	3435.8	"P"	1752.8	"P"	1208.1	"P"	1412.4	"P"	1174.5	"P"	3451.7	"P"	1685.6	"P"	1831.1	"P"	3766.6	"P"	614.9	"P"	1144.3	"P"	1381	"P"	1392.1	"P"	3953.1	"P"	525.1	"P"	1090.7	"P"	166.4	"A"	2200.7	"P"	2323.8	"P"	5328.9	"P"	1842.2	"P"	3210.5	"P"	407.7	"P"	-16.9	"A"	1028.3	"P"	945.3	"P"	832	1811	2.18	0.000025488		
"36101_s_at"	"M63978"	"Vascular endothelial growth factor"	-116.8	"A"	-92.1	"P"	105.6	"A"	65.7	"P"	74	"A"	-24	"A"	41.9	"A"	-73.6	"A"	75.6	"A"	0.8	"A"	107.6	"A"	-42.6	"P"	854.1	"P"	-40.2	"A"	365.8	"A"	303.7	"P"	23.2	"A"	-168.2	"A"	99.1	"A"	-60.3	"A"	19.9	"A"	-22.8	"A"	8.6	"A"	-142.8	"A"	-138.8	"A"	112.9	"A"	-200.2	"A"	22.9	"A"	3	"A"	4	"A"	-37.2	"A"	12.1	"A"	59.9	"A"	-39.1	"A"	-44.3	"A"	-17.9	"A"	84.3	"A"	38.3	"A"	-96.1	"A"	-17.2	"A"	-48.8	"A"	35.1	"A"	30.9	"A"	327	"P"	43.9	"P"	109.4	"A"	38.2	"A"	229.5	"A"	64.5	"P"	-76.7	"A"	186.2	"P"	177.8	"P"	-172.6	"A"	1603.6	"P"	21.3	"A"	1262.4	"P"	30.6	"A"	154.9	"P"	1236.7	"P"	157.6	"A"	50.6	"A"	378.4	"P"	661.5	"P"	2054.8	"P"	176.5	"P"	286.7	"P"	-79.1	"A"	9.3	"A"	924.5	"P"	320.7	"P"	316.8	"P"	865	"P"	423.2	"P"	-168	"A"	-66.5	"A"	241	"P"	455.1	"P"	348.9	"P"	-19	"A"	243.9	"A"	1639	"P"	784.9	"P"	314.4	"A"	3522	"P"	636.2	"P"	598.6	"P"	-84.4	"A"	162.4	"A"	58.4	"A"	710.8	"P"	50	453	9.15	0.0001507123		
"36103_at"	"D90144"	"Small inducible cytokine A3"	1359.8	"P"	980.1	"P"	795.9	"P"	1328.6	"P"	1011.8	"P"	1616.4	"P"	2263.8	"P"	459.1	"P"	1156.2	"P"	1029.4	"P"	1050.1	"P"	1275	"P"	1733.2	"P"	8032.9	"P"	6065.1	"P"	813.7	"P"	923.9	"P"	1854.6	"P"	901	"P"	597.4	"P"	3150.3	"P"	702.1	"P"	1060.4	"P"	1537.9	"P"	1148.4	"P"	1601.3	"P"	1019.3	"P"	1265.1	"P"	1129.3	"P"	1257.9	"P"	1211.7	"P"	1595.3	"P"	999.3	"P"	964.3	"P"	1199.7	"P"	927.6	"P"	1482.1	"P"	683.7	"P"	783.7	"P"	1177.5	"P"	1091.3	"P"	1367.1	"P"	1306.3	"P"	1898	"P"	804.1	"P"	1289.2	"P"	1008.2	"P"	2511.6	"P"	836.1	"P"	791.6	"P"	1420.2	"P"	903.3	"P"	421.7	"P"	6207.8	"P"	872.6	"P"	12013.1	"P"	592	"P"	2337.6	"P"	2696.7	"P"	810.8	"P"	411.8	"P"	5103.2	"P"	5818.8	"P"	8413	"P"	1071.2	"P"	7209.8	"P"	1256.9	"P"	767.9	"P"	9274.3	"P"	6907	"P"	1448.7	"P"	4285.5	"P"	7033.9	"P"	513.8	"P"	967	"P"	9021.2	"P"	4960.7	"P"	6657.2	"P"	705	"P"	1567.6	"P"	9634.9	"P"	3435	"P"	4361.1	"P"	12383.9	"P"	2164	"P"	7273.3	"P"	955.1	"P"	7459.7	"P"	805.5	"P"	13422.5	"P"	1579	3913	2.48	9.59515478817548E-005		
"36234_at"	"U79273"	"Clone 23933"	2796.5	"P"	2500.5	"P"	2060.5	"P"	1798	"P"	2514.8	"P"	2354.6	"P"	1185.1	"P"	1269	"P"	2928.4	"P"	2163.6	"P"	3810.9	"P"	606.6	"P"	1738.5	"P"	64.9	"P"	3609.5	"P"	3941.5	"P"	2276.1	"P"	2157.4	"P"	1173.9	"P"	2004.2	"P"	2345.9	"P"	1850.3	"P"	588.8	"P"	478.2	"A"	588	"P"	1100.1	"P"	1718	"P"	862.3	"P"	1121.2	"P"	757	"P"	2135.8	"P"	1166.8	"P"	1589.3	"P"	1077.9	"P"	723.5	"P"	1214.4	"P"	2812.8	"P"	423.7	"P"	104.7	"A"	123.8	"A"	98.6	"A"	133.6	"A"	3847.2	"P"	3199	"P"	1468.7	"P"	2416.3	"P"	2247.3	"P"	2499.8	"P"	1116.5	"P"	1283.8	"P"	1481.7	"P"	1688.5	"P"	2135.5	"P"	5639.4	"P"	1128.7	"P"	2763.5	"P"	564.4	"P"	3329.5	"P"	457.7	"P"	2050.8	"P"	248	"A"	1508.7	"P"	3501	"P"	4780	"P"	1418.4	"P"	3943.3	"P"	3873.8	"P"	1337	"P"	4898.9	"P"	4235.1	"P"	1410.3	"P"	3769.1	"P"	3246.3	"P"	2011.2	"P"	1418.7	"P"	3327.6	"P"	2840.1	"P"	3082.2	"P"	1656.6	"P"	2202.4	"P"	3503.3	"P"	2774.9	"P"	516.7	"P"	2699.3	"P"	2468.4	"P"	5054	"P"	1715.4	"P"	5629.5	"P"	952.4	"P"	5769.8	"P"	1359	2418	1.78	0.0001511555		
